district,date,centx,centy,ipc,area,pop,closest_district,date_future,conflict_count,fatalities,fatalities_per_pop,fatalities_per_area,fatalities_per_poparea,conflicts_per_pop,conflicts_per_area,conflicts_per_poparea
Jur River,2015-01-01,28.02439,7.592506,1.0,10091.04,162242.0,Jur River,2015-01-01,3,0.0,0.0,0.0,0.0,1.849089631538073e-05,0.0002972934405175284,0.18659237435435955
Jur River,2015-04-01,28.02439,7.592506,2.0,10091.04,162242.0,Jur River,2015-04-01,4,0.0,0.0,0.0,0.0,2.4654528420507636e-05,0.0003963912540233712,0.2487898324724794
Jur River,2015-07-01,28.02439,7.592506,2.0,10091.04,162242.0,Jur River,2015-07-01,5,1.8,1.1094537789228437e-05,0.00017837606431051704,0.11195542461261573,3.081816052563455e-05,0.000495489067529214,0.31098729059059926
Jur River,2015-10-01,28.02439,7.592506,2.0,10091.04,162242.0,Jur River,2015-10-01,12,2.75,1.6949988289099002e-05,0.0002725189871410677,0.1710430098248296,7.396358526152292e-05,0.0011891737620701136,0.7463694974174382
Jur River,2016-02-01,28.02439,7.592506,2.0,10091.04,142342.0,Jur River,2016-02-01,7,0.71,4.987986679967964e-06,7.035944758914838e-05,0.05033397310702393,4.9177333464472886e-05,0.0006936846945408996,0.49625043908333455
Jur River,2016-06-01,28.02439,7.592506,3.0,10091.04,142342.0,Jur River,2016-06-01,42,1.81,1.2715853367242276e-05,0.00017936704244557548,0.1283161849629765,0.00029506400078683733,0.0041621081672453975,2.9775026345000075
Jur River,2016-10-01,28.02439,7.592506,3.0,10091.04,142342.0,Jur River,2016-10-01,30,3.03,2.1286760056764694e-05,0.00030026637492270366,0.2148055472032148,0.00021076000056202666,0.002972934405175284,2.1267875960714338
Jur River,2017-02-01,28.02439,7.592506,3.0,10091.04,122442.0,Jur River,2017-02-01,23,1.26,1.0290586563434115e-05,0.00012486324501736194,0.1038427206350762,0.00018784404044363862,0.0022792497106343844,1.895541725878375
Jur River,2017-06-01,28.02439,7.592506,3.0,10091.04,122442.0,Jur River,2017-06-01,22,1.82,1.4864180591627056e-05,0.0001803580205806339,0.1499950409173323,0.00017967690825043694,0.0021801518971285416,1.8131268682314892
Jur River,2017-10-01,28.02439,7.592506,3.0,10091.04,122442.0,Jur River,2017-10-01,34,2.74,2.2377942209372602e-05,0.0002715280090060093,0.2258167099524673,0.0002776824945688571,0.003369325659198655,2.80210515999412
Jur River,2018-02-01,28.02439,7.592506,2.0,10091.04,102542.0,Jur River,2018-02-01,10,1.7,1.657857268241306e-05,0.00016846628295993276,0.1672950400811375,9.752101577890035e-05,0.000990978135058428,0.9840884710655147
Jur River,2018-06-01,28.02439,7.592506,3.0,10091.04,102542.0,Jur River,2018-06-01,14,1.0,9.752101577890035e-06,9.90978135058428e-05,0.09840884710655147,0.0001365294220904605,0.0013873693890817992,1.3777238594917207
Jur River,2018-10-01,28.02439,7.592506,2.0,10091.04,102542.0,Jur River,2018-10-01,30,3.6,3.510756568040413e-05,0.0003567521286210341,0.3542718495835853,0.00029256304733670104,0.002972934405175284,2.9522654131965442
Jur River,2019-02-01,28.02439,7.592506,3.0,10091.04,82642.0,Jur River,2019-02-01,42,0.33,3.9931269814380095e-06,3.270227845692812e-05,0.040294804094770216,0.0005082161612739285,0.0041621081672453975,5.128429612061663
Jur River,2019-06-01,28.02439,7.592506,3.0,10091.04,82642.0,Jur River,2019-06-01,2,1.0,1.2100384792236393e-05,9.90978135058428e-05,0.12210546695384913,2.4200769584472787e-05,0.0001981956270116856,0.24421093390769827
